codigo_sii,actividad_sii,mcc,categoria
772100,ALQUILER Y ARRENDAMIENTO DE EQUIPO RECREATIVO Y DEPORTIVO,5941,TIENDAS DE ARTÍCULOS DEPORTIVOS
477396,"VENTA AL POR MENOR DE RECUERDOS, ARTESANÍAS Y ARTÍCULOS RELIGIOSOS EN COMERCIOS ESPECIALIZADOS",5973,TIENDAS DE ARTÍCULOS RELIGIOSOS
477402,VENTA AL POR MENOR DE ROPA USADA EN COMERCIOS,5931,TIENDAS DE ARTÍCULOS USADOS
477409,VENTA AL POR MENOR DE OTROS ARTÍCULOS DE SEGUNDA MANO EN COMERCIOS N.C.P.,5931,TIENDAS DE ARTÍCULOS USADOS
476302,VENTA AL POR MENOR DE BICICLETAS Y SUS REPUESTOS EN COMERCIOS ESPECIALIZADOS,5940,TIENDAS DE BICICLETAS: VENTAS Y SERVICIO
477399,VENTA AL POR MENOR DE OTROS PRODUCTOS EN COMERCIOS ESPECIALIZADOS N.C.P.,5998,TIENDAS DE CARPAS Y TOLDOS
463019,"VENTA AL POR MAYOR DE HUEVOS, LÁCTEOS, ABARROTES Y DE OTROS ALIMENTOS N.C.P.",5499,TIENDAS DE CONVENIENCIA
471100,"VENTA AL POR MENOR EN COMERCIOS DE ALIMENTOS, BEBIDAS O TABACO (SUPERMERCADOS E HIPERMERCADOS)",5499,TIENDAS DE CONVENIENCIA
472101,VENTA AL POR MENOR DE ALIMENTOS EN COMERCIOS ESPECIALIZADOS (ALMACENES PEQUEÑOS Y MINIMARKET),5499,TIENDAS DE CONVENIENCIA
472103,VENTA AL POR MENOR EN COMERCIOS ESPECIALIZADOS DE FRUTAS Y VERDURAS (VERDULERÍAS),5499,TIENDAS DE CONVENIENCIA
478100,"VENTA AL POR MENOR DE ALIMENTOS, BEBIDAS Y TABACO EN PUESTOS DE VENTA Y MERCADOS (INCLUYE FERIAS)",5499,TIENDAS DE CONVENIENCIA
475300,"VENTA AL POR MENOR DE TAPICES, ALFOMBRAS Y CUBRIMIENTOS PARA PAREDES Y PISOS",5714,TIENDAS DE CORTINAS Y TAPICERÍA
477203,"VENTA AL POR MENOR DE ARTÍCULOS DE PERFUMERÍA, DE TOCADOR Y COSMÉTICOS EN COMERCIOS ESPECIALIZADOS",5977,TIENDAS DE COSMÉTICOS
475100,"VENTA AL POR MENOR DE TELAS, LANAS, HILOS Y SIMILARES EN COMERCIOS ESPECIALIZADOS",5949,TIENDAS DE COSTURA Y TELAS
742002,SERVICIOS Y ACTIVIDADES DE FOTOGRAFÍA ,5946,TIENDAS DE CÁMARAS Y SUMINISTROS FOTOGRÁFICOS
742003,SERVICIOS PERSONALES DE FOTOGRAFÍA ,5946,TIENDAS DE CÁMARAS Y SUMINISTROS FOTOGRÁFICOS
471990,OTRAS ACTIVIDADES DE VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS N.C.P.,5310,TIENDAS DE DESCUENTO
476200,VENTA AL POR MENOR DE GRABACIONES DE MÚSICA Y DE VIDEO EN COMERCIOS ESPECIALIZADOS,5735,TIENDAS DE DISCOS
472109,"VENTA AL POR MENOR EN COMERCIOS ESPECIALIZADOS DE HUEVOS, CONFITES Y PRODUCTOS ALIMENTICIOS N.C.P.",5441,"TIENDAS DE DULCES, NUECES Y CONFITERÍA"
475909,"VENTA AL POR MENOR DE APARATOS ELÉCTRICOS, TEXTILES PARA EL HOGAR Y OTROS ENSERES DOMÉSTICOS N.C.P.",5722,TIENDAS DE ELECTRODOMÉSTICOS
474100,"VENTA AL POR MENOR DE COMPUTADORES, EQUIPO PERIFÉRICO, PROGRAMAS INFORMÁTICOS Y EQUIPO DE TELECOM.",5732,TIENDAS DE ELECTRÓNICA
474200,VENTA AL POR MENOR DE EQUIPO DE SONIDO Y DE VIDEO EN COMERCIOS ESPECIALIZADOS,5732,TIENDAS DE ELECTRÓNICA
612090,OTROS SERVICIOS DE TELECOMUNICACIONES INALÁMBRICAS N.C.P.,5732,TIENDAS DE ELECTRÓNICA
477103,"VENTA AL POR MENOR DE CARTERAS, MALETAS Y OTROS ACCESORIOS DE VIAJE EN COMERCIOS ESPECIALIZADOS",5948,TIENDAS DE EQUIPAJE Y ARTÍCULOS DE CUERO
475902,VENTA AL POR MENOR DE INSTRUMENTOS MUSICALES EN COMERCIOS ESPECIALIZADOS,5733,TIENDAS DE INSTRUMENTOS MUSICALES
477391,VENTA AL POR MENOR DE ALIMENTO Y ACCESORIOS PARA MASCOTAS EN COMERCIOS ESPECIALIZADOS,5995,"TIENDAS DE MASCOTAS, ALIMENTOS Y SUMINISTROS"
477398,VENTA AL POR MENOR DE MASCOTAS EN COMERCIOS ESPECIALIZADOS,5995,"TIENDAS DE MASCOTAS, ALIMENTOS Y SUMINISTROS"
960901,"SERVICIOS DE ADIESTRAMIENTO, GUARDERÍA, PELUQUERÍA, PASEO DE MASCOTAS (EXCEPTO ACT. VETERINARIAS)",5995,"TIENDAS DE MASCOTAS, ALIMENTOS Y SUMINISTROS"
475901,VENTA AL POR MENOR DE MUEBLES Y COLCHONES EN COMERCIOS ESPECIALIZADOS,5712,"TIENDAS DE MUEBLES Y EQUIPOS PARA EL HOGAR, EXCEPTO ELECTRODOMÉSTICOS"
453000,"VENTA DE PARTES, PIEZAS Y ACCESORIOS PARA VEHÍCULOS AUTOMOTORES",5532,TIENDAS DE NEUMÁTICOS AUTOMOTRICES
476400,VENTA AL POR MENOR DE JUEGOS Y JUGUETES EN COMERCIOS ESPECIALIZADOS,5945,"TIENDAS DE PASATIEMPOS, JUGUETES Y JUEGOS"
960200,PELUQUERÍA Y OTROS TRATAMIENTOS DE BELLEZA,5698,TIENDAS DE PELUCAS Y BISOÑÉS
477102,VENTA AL POR MENOR DE PRENDAS Y ACCESORIOS DE VESTIR EN COMERCIOS ESPECIALIZADOS,5681,TIENDAS DE PIELES
452002,MANTENIMIENTO Y REPARACIÓN DE VEHÍCULOS AUTOMOTORES,7535,TIENDAS DE PINTURA AUTOMOTRIZ
476103,VENTA AL POR MENOR DE ARTÍCULOS DE PAPELERÍA Y ESCRITORIO EN COMERCIOS ESPECIALIZADOS,5947,"TIENDAS DE REGALOS, NOVEDADES Y SOUVENIRS"
477396,"VENTA AL POR MENOR DE RECUERDOS, ARTESANÍAS Y ARTÍCULOS RELIGIOSOS EN COMERCIOS ESPECIALIZADOS",5947,"TIENDAS DE REGALOS, NOVEDADES Y SOUVENIRS"
453000,"VENTA DE PARTES, PIEZAS Y ACCESORIOS PARA VEHÍCULOS AUTOMOTORES",5533,TIENDAS DE REPUESTOS Y ACCESORIOS AUTOMOTRICES
475300,"VENTA AL POR MENOR DE TAPICES, ALFOMBRAS Y CUBRIMIENTOS PARA PAREDES Y PISOS",5713,TIENDAS DE REVESTIMIENTO DE PISOS
477102,VENTA AL POR MENOR DE PRENDAS Y ACCESORIOS DE VESTIR EN COMERCIOS ESPECIALIZADOS,5655,TIENDAS DE ROPA DEPORTIVA
477102,VENTA AL POR MENOR DE PRENDAS Y ACCESORIOS DE VESTIR EN COMERCIOS ESPECIALIZADOS,5651,TIENDAS DE ROPA FAMILIAR
477102,VENTA AL POR MENOR DE PRENDAS Y ACCESORIOS DE VESTIR EN COMERCIOS ESPECIALIZADOS,5691,TIENDAS DE ROPA PARA HOMBRES Y MUJERES
477102,VENTA AL POR MENOR DE PRENDAS Y ACCESORIOS DE VESTIR EN COMERCIOS ESPECIALIZADOS,5641,TIENDAS DE ROPA PARA NIÑOS Y BEBÉS
478200,"VENTA AL POR MENOR DE PRODUCTOS TEXTILES, PRENDAS DE VESTIR Y CALZADO EN PUESTOS DE VENTA Y MERCADOS",5699,TIENDAS DE ROPA Y ACCESORIOS
477102,VENTA AL POR MENOR DE PRENDAS Y ACCESORIOS DE VESTIR EN COMERCIOS ESPECIALIZADOS,5611,TIENDAS DE ROPA Y ACCESORIOS PARA HOMBRES Y NIÑOS
452002,MANTENIMIENTO Y REPARACIÓN DE VEHÍCULOS AUTOMOTORES,7538,TIENDAS DE SERVICIO AUTOMOTRIZ (NO CONCESIONARIO)
712001,ACTIVIDADES DE PLANTAS DE REVISIÓN TÉCNICA PARA VEHÍCULOS AUTOMOTORES,7538,TIENDAS DE SERVICIO AUTOMOTRIZ (NO CONCESIONARIO)
474100,"VENTA AL POR MENOR DE COMPUTADORES, EQUIPO PERIFÉRICO, PROGRAMAS INFORMÁTICOS Y EQUIPO DE TELECOM.",5734,TIENDAS DE SOFTWARE PARA COMPUTADORES
477399,VENTA AL POR MENOR DE OTROS PRODUCTOS EN COMERCIOS ESPECIALIZADOS N.C.P.,5331,TIENDAS DE VARIEDADES
475202,"VENTA AL POR MENOR DE PINTURAS, BARNICES Y LACAS EN COMERCIOS ESPECIALIZADOS",5231,"TIENDAS DE VIDRIO, PINTURA Y PAPEL MURAL"
475203,VENTA AL POR MENOR DE PRODUCTOS DE VIDRIO EN COMERCIOS ESPECIALIZADOS,5231,"TIENDAS DE VIDRIO, PINTURA Y PAPEL MURAL"
310009,FABRICACIÓN DE COLCHONES; FABRICACIÓN DE OTROS MUEBLES N.C.P.,5719,TIENDAS ESPECIALIZADAS DE MUEBLES PARA EL HOGAR
475901,VENTA AL POR MENOR DE MUEBLES Y COLCHONES EN COMERCIOS ESPECIALIZADOS,5719,TIENDAS ESPECIALIZADAS DE MUEBLES PARA EL HOGAR
477399,VENTA AL POR MENOR DE OTROS PRODUCTOS EN COMERCIOS ESPECIALIZADOS N.C.P.,5309,TIENDAS LIBRES DE IMPUESTOS
477102,VENTA AL POR MENOR DE PRENDAS Y ACCESORIOS DE VESTIR EN COMERCIOS ESPECIALIZADOS,5621,TIENDAS LISTAS PARA USAR PARA MUJERES
477399,VENTA AL POR MENOR DE OTROS PRODUCTOS EN COMERCIOS ESPECIALIZADOS N.C.P.,5999,TIENDAS MINORISTAS DIVERSAS Y ESPECIALIZADAS
479100,"VENTA AL POR MENOR POR CORREO, POR INTERNET Y VÍA TELEFÓNICA",5999,TIENDAS MINORISTAS DIVERSAS Y ESPECIALIZADAS
479901,VENTA AL POR MENOR REALIZADA POR INDEPENDIENTES EN LA LOCOMOCIÓN COLECTIVA (LEY 20.388),5999,TIENDAS MINORISTAS DIVERSAS Y ESPECIALIZADAS
479903,VENTA AL POR MENOR POR COMISIONISTAS (NO DEPENDIENTES DE COMERCIOS),5999,TIENDAS MINORISTAS DIVERSAS Y ESPECIALIZADAS
822000,ACTIVIDADES DE CALL-CENTER,5999,TIENDAS MINORISTAS DIVERSAS Y ESPECIALIZADAS
477396,"VENTA AL POR MENOR DE RECUERDOS, ARTESANÍAS Y ARTÍCULOS RELIGIOSOS EN COMERCIOS ESPECIALIZADOS",5970,TIENDAS Y SUMINISTROS DE ARTESANÍA
960100,"LAVADO Y LIMPIEZA, INCLUIDA LA LIMPIEZA EN SECO, DE PRODUCTOS TEXTILES Y DE PIEL",7216,TINTORERÍAS
522910,AGENCIAS DE ADUANAS,4829,TRANSFERENCIA DE DINERO
641990,OTROS TIPOS DE INTERMEDIACIÓN MONETARIA N.C.P.,4829,TRANSFERENCIA DE DINERO
501100,TRANSPORTE DE PASAJEROS MARÍTIMO Y DE CABOTAJE,4111,"TRANSPORTE LOCAL Y SUBURBANO DE PASAJEROS, INCLUIDOS FERRIES"
501200,TRANSPORTE DE CARGA MARÍTIMO Y DE CABOTAJE,4111,"TRANSPORTE LOCAL Y SUBURBANO DE PASAJEROS, INCLUIDOS FERRIES"
502100,TRANSPORTE DE PASAJEROS POR VÍAS DE NAVEGACIÓN INTERIORES,4111,"TRANSPORTE LOCAL Y SUBURBANO DE PASAJEROS, INCLUIDOS FERRIES"
502200,TRANSPORTE DE CARGA POR VÍAS DE NAVEGACIÓN INTERIORES,4111,"TRANSPORTE LOCAL Y SUBURBANO DE PASAJEROS, INCLUIDOS FERRIES"
477102,VENTA AL POR MENOR DE PRENDAS Y ACCESORIOS DE VESTIR EN COMERCIOS ESPECIALIZADOS,5137,UNIFORMES Y ROPA COMERCIAL
853110,ENSEÑANZA SUPERIOR EN UNIVERSIDADES PÚBLICAS,8220,UNIVERSIDADES E INTITUTOS PROFESIONALES
853120,ENSEÑANZA SUPERIOR EN UNIVERSIDADES PRIVADAS,8220,UNIVERSIDADES E INTITUTOS PROFESIONALES
853201,ENSEÑANZA SUPERIOR EN INSTITUTOS PROFESIONALES,8220,UNIVERSIDADES E INTITUTOS PROFESIONALES
853202,ENSEÑANZA SUPERIOR EN CENTROS DE FORMACIÓN TÉCNICA,8220,UNIVERSIDADES E INTITUTOS PROFESIONALES
352010,REGASIFICACIÓN DE GAS NATURAL LICUADO (GNL),5983,"VENTA DE MADERA, CARBÓN Y OTROS COMBUSTIBLES DE USO DOMÉSTICO"
477310,VENTA AL POR MENOR DE GAS LICUADO EN BOMBONAS (CILINDROS) EN COMERCIOS ESPECIALIZADOS,5983,"VENTA DE MADERA, CARBÓN Y OTROS COMBUSTIBLES DE USO DOMÉSTICO"
477395,"VENTA AL POR MENOR DE CARBÓN, LEÑA Y OTROS COMBUSTIBLES DE USO DOMÉSTICO EN COMERCIOS ESPECIALIZADOS",5983,"VENTA DE MADERA, CARBÓN Y OTROS COMBUSTIBLES DE USO DOMÉSTICO"
202200,"FABRICACIÓN DE PINTURAS, BARNICES Y PRODUCTOS DE REVESTIMIENTO, TINTAS DE IMPRENTA Y MASILLAS",5198,VENTA DE PINTURAS Y BARNICES
479909,"OTRAS ACTIVIDADES DE VENTA POR MENOR NO REALIZADAS EN COMERCIOS, PUESTOS DE VENTA O MERCADOS N.C.P.",5963,VENTA PUERTA A PUERTA
651100,SEGUROS DE VIDA,6300,VENTAS DE SEGUROS
651210,"SEGUROS GENERALES, EXCEPTO ACTIVIDADES DE ISAPRES",6300,VENTAS DE SEGUROS
651220,ACTIVIDADES DE ISAPRES,6300,VENTAS DE SEGUROS
652000,REASEGUROS,6300,VENTAS DE SEGUROS
661201,ACTIVIDADES DE SECURITIZADORAS,6300,VENTAS DE SEGUROS
662200,ACTIVIDADES DE AGENTES Y CORREDORES DE SEGUROS,6300,VENTAS DE SEGUROS
843010,FONDO NACIONAL DE SALUD (FONASA) ,6300,VENTAS DE SEGUROS
451001,VENTA AL POR MAYOR DE VEHÍCULOS AUTOMOTORES,5511,"VENTAS, SERVICIO, REPARACIONES, REPUESTOS Y ARRENDAMIENTO DE AUTOMÓVILES Y CAMIONES (NUEVOS Y USADOS)"
451002,VENTA AL POR MENOR DE VEHÍCULOS AUTOMOTORES NUEVOS O USADOS (INCLUYE COMPRAVENTA),5511,"VENTAS, SERVICIO, REPARACIONES, REPUESTOS Y ARRENDAMIENTO DE AUTOMÓVILES Y CAMIONES (NUEVOS Y USADOS)"
453000,"VENTA DE PARTES, PIEZAS Y ACCESORIOS PARA VEHÍCULOS AUTOMOTORES",5511,"VENTAS, SERVICIO, REPARACIONES, REPUESTOS Y ARRENDAMIENTO DE AUTOMÓVILES Y CAMIONES (NUEVOS Y USADOS)"
452002,MANTENIMIENTO Y REPARACIÓN DE VEHÍCULOS AUTOMOTORES,7534,VULCANIZADORAS
477101,VENTA AL POR MENOR DE CALZADO EN COMERCIOS ESPECIALIZADOS,5661,ZAPATERIAS
477393,VENTA AL POR MENOR DE ARTÍCULOS ÓPTICOS EN COMERCIOS ESPECIALIZADOS,8043,"ÓPTICOS, PRODUCTOS ÓPTICOS Y ANTEOJOS"
