Código Actividad SII,Nombre Actividad SII,Código MCC,Nombre MCC,Registrado en restricciones adquirentes
841300,REGULACIÓN Y FACILITACIÓN DE LA ACTIVIDAD ECONÓMICA,7321,Agencias de informes crediticios del consumidor,7321
841300,REGULACIÓN Y FACILITACIÓN DE LA ACTIVIDAD ECONÓMICA,7392,"Servicios de gestión, consultoría y relaciones públicas",7392
842100,RELACIONES EXTERIORES,7392,"Servicios de gestión, consultoría y relaciones públicas",7392
842200,ACTIVIDADES DE DEFENSA,7393,"Servicios de protección y seguridad, incluidos vehículos blindados y perros guardianes",7393
842300,ACTIVIDADES DE MANTENIMIENTO DEL ORDEN PÚBLICO Y DE SEGURIDAD,7393,"Servicios de protección y seguridad, incluidos vehículos blindados y perros guardianes",7393
843010,FONDO NACIONAL DE SALUD (FONASA),8099,Servicios médicos y profesionales de la salud (no clasificados en otra parte),8099
843020,INSTITUTO DE PREVISIÓN SOCIAL (IPS),6050,Institución Financiera que vende Cheques,6050
843090,OTROS PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA N.C.P.,6012,Instituciones Financieras – Mercancías y Servicios,6012
843090,OTROS PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA N.C.P.,6300,"Ventas, suscripción y primas de seguros",6300
843090,OTROS PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA N.C.P.,6399,Seguro no clasificado en otra parte (ya no es válido para trabajos de primera presentación),6399
843090,OTROS PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA N.C.P.,6535,Compra de valor: Institución Financiera,6535
850011,ENSEÑANZA PREESCOLAR PÚBLICA,8299,Escuelas y servicios educativos (no clasificados en otra parte),8299
850011,ENSEÑANZA PREESCOLAR PÚBLICA,8299,Escuelas y servicios educativos (no clasificados en otra parte),8299
850012,"ENSEÑANZA PRIMARIA, SECUNDARIA CIENTÍFICO HUMANISTA Y TÉCNICO PROFESIONAL PÚBLICA",8299,Escuelas y servicios educativos (no clasificados en otra parte),8299
850012,"ENSEÑANZA PRIMARIA, SECUNDARIA CIENTÍFICO HUMANISTA Y TÉCNICO PROFESIONAL PÚBLICA",8299,Escuelas y servicios educativos (no clasificados en otra parte),8299
850021,ENSEÑANZA PREESCOLAR PRIVADA,8299,Escuelas y servicios educativos (no clasificados en otra parte),8299
850021,ENSEÑANZA PREESCOLAR PRIVADA,8299,Escuelas y servicios educativos (no clasificados en otra parte),8299
850022,"ENSEÑANZA PRIMARIA, SECUNDARIA CIENTÍFICO HUMANISTA Y TÉCNICO PROFESIONAL PRIVADA",8299,Escuelas y servicios educativos (no clasificados en otra parte),8299
850022,"ENSEÑANZA PRIMARIA, SECUNDARIA CIENTÍFICO HUMANISTA Y TÉCNICO PROFESIONAL PRIVADA",8299,Escuelas y servicios educativos (no clasificados en otra parte),8299
853110,ENSEÑANZA SUPERIOR EN UNIVERSIDADES PÚBLICAS,8220,"Colegios, colegios universitarios, universidades y escuelas profesionales",8220
853120,ENSEÑANZA SUPERIOR EN UNIVERSIDADES PRIVADAS,8220,"Colegios, colegios universitarios, universidades y escuelas profesionales",8220
853201,ENSEÑANZA SUPERIOR EN INSTITUTOS PROFESIONALES,8220,"Colegios, colegios universitarios, universidades y escuelas profesionales",8220
853202,ENSEÑANZA SUPERIOR EN CENTROS DE FORMACIÓN TÉCNICA,8220,"Colegios, colegios universitarios, universidades y escuelas profesionales",8220
854100,ENSEÑANZA DEPORTIVA Y RECREATIVA,7941,"Deportes comerciales, campos deportivos, clubes deportivos profesionales y promotores deportivos",7941
854100,ENSEÑANZA DEPORTIVA Y RECREATIVA,7997,"Clubes de membresía (deportes, recreación, atletismo), clubes de campo y campos de golf privados",7997
854100,ENSEÑANZA DEPORTIVA Y RECREATIVA,8299,Escuelas y servicios educativos (no clasificados en otra parte),8299
854200,ENSEÑANZA CULTURAL,8299,Escuelas y servicios educativos (no clasificados en otra parte),8299
854901,ENSEÑANZA PREUNIVERSITARIA,8220,"Colegios, colegios universitarios, universidades y escuelas profesionales",8220
854901,ENSEÑANZA PREUNIVERSITARIA,8299,Escuelas y servicios educativos (no clasificados en otra parte),8299
854902,SERVICIOS PERSONALES DE EDUCACIÓN,8299,Escuelas y servicios educativos (no clasificados en otra parte),8299
854902,SERVICIOS PERSONALES DE EDUCACIÓN,8999,Servicios profesionales (no definidos en otra parte),8999
854909,OTROS TIPOS DE ENSEÑANZA N.C.P.,8299,Escuelas y servicios educativos (no clasificados en otra parte),8299
854909,OTROS TIPOS DE ENSEÑANZA N.C.P.,8999,Servicios profesionales (no definidos en otra parte),8999
855000,ACTIVIDADES DE APOYO A LA ENSEÑANZA,8220,"Colegios, colegios universitarios, universidades y escuelas profesionales",8220
855000,ACTIVIDADES DE APOYO A LA ENSEÑANZA,8299,Escuelas y servicios educativos (no clasificados en otra parte),8299
855000,ACTIVIDADES DE APOYO A LA ENSEÑANZA,8299,Escuelas y servicios educativos (no clasificados en otra parte),8299
861010,ACTIVIDADES DE HOSPITALES Y CLÍNICAS PÚBLICAS,8050,Instalaciones de enfermería y cuidado personal,8050
861010,ACTIVIDADES DE HOSPITALES Y CLÍNICAS PÚBLICAS,8062,hospitales,8062
861010,ACTIVIDADES DE HOSPITALES Y CLÍNICAS PÚBLICAS,8082,Cuidado de la salud,8082
861010,ACTIVIDADES DE HOSPITALES Y CLÍNICAS PÚBLICAS,8099,Servicios médicos y profesionales de la salud (no clasificados en otra parte),8099
861020,ACTIVIDADES DE HOSPITALES Y CLÍNICAS PRIVADAS,8050,Instalaciones de enfermería y cuidado personal,8050
861020,ACTIVIDADES DE HOSPITALES Y CLÍNICAS PRIVADAS,8062,hospitales,8062
861020,ACTIVIDADES DE HOSPITALES Y CLÍNICAS PRIVADAS,8082,Cuidado de la salud,8082
861020,ACTIVIDADES DE HOSPITALES Y CLÍNICAS PRIVADAS,8099,Servicios médicos y profesionales de la salud (no clasificados en otra parte),8099
862010,ACTIVIDADES DE CENTROS DE SALUD MUNICIPALIZADOS (SERVICIOS DE SALUD PÚBLICA),8050,Instalaciones de enfermería y cuidado personal,8050
862010,ACTIVIDADES DE CENTROS DE SALUD MUNICIPALIZADOS (SERVICIOS DE SALUD PÚBLICA),8062,hospitales,8062
862010,ACTIVIDADES DE CENTROS DE SALUD MUNICIPALIZADOS (SERVICIOS DE SALUD PÚBLICA),8082,Cuidado de la salud,8082
862010,ACTIVIDADES DE CENTROS DE SALUD MUNICIPALIZADOS (SERVICIOS DE SALUD PÚBLICA),8099,Servicios médicos y profesionales de la salud (no clasificados en otra parte),8099
862021,CENTROS MÉDICOS PRIVADOS (ESTABLECIMIENTOS DE ATENCIÓN AMBULATORIA),8050,Instalaciones de enfermería y cuidado personal,8050
862021,CENTROS MÉDICOS PRIVADOS (ESTABLECIMIENTOS DE ATENCIÓN AMBULATORIA),8062,hospitales,8062
862021,CENTROS MÉDICOS PRIVADOS (ESTABLECIMIENTOS DE ATENCIÓN AMBULATORIA),8082,Cuidado de la salud,8082
862021,CENTROS MÉDICOS PRIVADOS (ESTABLECIMIENTOS DE ATENCIÓN AMBULATORIA),8099,Servicios médicos y profesionales de la salud (no clasificados en otra parte),8099
862022,CENTROS DE ATENCIÓN ODONTOLÓGICA PRIVADOS (ESTABLECIMIENTOS DE ATENCIÓN AMBULATORIA),8021,Dentistas y Ortodoncistas,8021
862022,CENTROS DE ATENCIÓN ODONTOLÓGICA PRIVADOS (ESTABLECIMIENTOS DE ATENCIÓN AMBULATORIA),8062,hospitales,8062
862022,CENTROS DE ATENCIÓN ODONTOLÓGICA PRIVADOS (ESTABLECIMIENTOS DE ATENCIÓN AMBULATORIA),8071,Laboratorios médicos y dentales,8071
862022,CENTROS DE ATENCIÓN ODONTOLÓGICA PRIVADOS (ESTABLECIMIENTOS DE ATENCIÓN AMBULATORIA),8082,Cuidado de la salud,8082
862031,SERVICIOS DE MÉDICOS PRESTADOS DE FORMA INDEPENDIENTE,8082,Cuidado de la salud,8082
862031,SERVICIOS DE MÉDICOS PRESTADOS DE FORMA INDEPENDIENTE,8099,Servicios médicos y profesionales de la salud (no clasificados en otra parte),8099
862032,SERVICIOS DE ODONTÓLOGOS PRESTADOS DE FORMA INDEPENDIENTE,8021,Dentistas y Ortodoncistas,8021
862032,SERVICIOS DE ODONTÓLOGOS PRESTADOS DE FORMA INDEPENDIENTE,8099,Servicios médicos y profesionales de la salud (no clasificados en otra parte),8099
869010,ACTIVIDADES DE LABORATORIOS CLÍNICOS Y BANCOS DE SANGRE,8071,Laboratorios médicos y dentales,8071
869010,ACTIVIDADES DE LABORATORIOS CLÍNICOS Y BANCOS DE SANGRE,8099,Servicios médicos y profesionales de la salud (no clasificados en otra parte),8099
869091,OTROS SERVICIOS DE ATENCIÓN DE LA SALUD HUMANA PRESTADOS POR EMPRESAS,8050,Instalaciones de enfermería y cuidado personal,8050
869091,OTROS SERVICIOS DE ATENCIÓN DE LA SALUD HUMANA PRESTADOS POR EMPRESAS,8062,hospitales,8062
869091,OTROS SERVICIOS DE ATENCIÓN DE LA SALUD HUMANA PRESTADOS POR EMPRESAS,8082,Cuidado de la salud,8082
869092,SERVICIOS PRESTADOS DE FORMA INDEPENDIENTE POR OTROS PROFESIONALES DE LA SALUD,8050,Instalaciones de enfermería y cuidado personal,8050
869092,SERVICIOS PRESTADOS DE FORMA INDEPENDIENTE POR OTROS PROFESIONALES DE LA SALUD,8082,Cuidado de la salud,8082
869092,SERVICIOS PRESTADOS DE FORMA INDEPENDIENTE POR OTROS PROFESIONALES DE LA SALUD,8099,Servicios médicos y profesionales de la salud (no clasificados en otra parte),8099
871000,ACTIVIDADES DE ATENCIÓN DE ENFERMERÍA EN INSTITUCIONES,8050,Instalaciones de enfermería y cuidado personal,8050
871000,ACTIVIDADES DE ATENCIÓN DE ENFERMERÍA EN INSTITUCIONES,8082,Cuidado de la salud,8082
871000,ACTIVIDADES DE ATENCIÓN DE ENFERMERÍA EN INSTITUCIONES,8099,Servicios médicos y profesionales de la salud (no clasificados en otra parte),8099
872000,ACTIVIDADES DE ATENCIÓN EN INSTITUCIONES PARA PERSONAS CON DISCAPACIDAD MENTAL Y TOXICÓMANOS,8050,Instalaciones de enfermería y cuidado personal,8050
872000,ACTIVIDADES DE ATENCIÓN EN INSTITUCIONES PARA PERSONAS CON DISCAPACIDAD MENTAL Y TOXICÓMANOS,8082,Cuidado de la salud,8082
873000,ACTIVIDADES DE ATENCIÓN EN INSTITUCIONES PARA PERSONAS DE EDAD Y PERSONAS CON DISCAPACIDAD FÍSICA,8050,Instalaciones de enfermería y cuidado personal,8050
873000,ACTIVIDADES DE ATENCIÓN EN INSTITUCIONES PARA PERSONAS DE EDAD Y PERSONAS CON DISCAPACIDAD FÍSICA,8082,Cuidado de la salud,8082
879000,OTRAS ACTIVIDADES DE ATENCIÓN EN INSTITUCIONES,1437,Organizaciones caritativas y de servicios sociales,1437
879000,OTRAS ACTIVIDADES DE ATENCIÓN EN INSTITUCIONES,8050,Instalaciones de enfermería y cuidado personal,8050
881000,ACTIVIDADES DE ASISTENCIA SOCIAL SIN ALOJAMIENTO PARA PERSONAS DE EDAD Y PERSONAS CON DISCAPACIDAD,1437,Organizaciones caritativas y de servicios sociales,1437
881000,ACTIVIDADES DE ASISTENCIA SOCIAL SIN ALOJAMIENTO PARA PERSONAS DE EDAD Y PERSONAS CON DISCAPACIDAD,8641,"Asociaciones cívicas, fraternales y sociales",8641
889000,OTRAS ACTIVIDADES DE ASISTENCIA SOCIAL SIN ALOJAMIENTO,1437,Organizaciones caritativas y de servicios sociales,1437
889000,OTRAS ACTIVIDADES DE ASISTENCIA SOCIAL SIN ALOJAMIENTO,8641,"Asociaciones cívicas, fraternales y sociales",8641
900001,"SERVICIOS DE PRODUCCIÓN DE OBRAS DE TEATRO, CONCIERTOS, ESPECTÁCULOS DE DANZA, OTRAS PROD. ESCÉNICAS",7929,"Bandas, orquestas y artistas diversos (no clasificados en otra parte)",7929
900002,"ACTIVIDADES ARTÍSTICAS REALIZADAS POR BANDAS DE MÚSICA, COMPAÑÍAS DE TEATRO, CIRCENSES Y SIMILARES",7929,"Bandas, orquestas y artistas diversos (no clasificados en otra parte)",7929
900003,"ACTIVIDADES DE ARTISTAS REALIZADAS DE FORMA INDEPENDIENTE: ACTORES, MÚSICOS, ESCRITORES, ENTRE OTROS",7929,"Bandas, orquestas y artistas diversos (no clasificados en otra parte)",7929
900004,SERVICIOS PRESTADOS POR PERIODISTAS INDEPENDIENTES,7299,Servicios personales varios (no clasificados en otra parte),7299
900004,SERVICIOS PRESTADOS POR PERIODISTAS INDEPENDIENTES,7392,"Servicios de gestión, consultoría y relaciones públicas",7392
900009,"OTRAS ACTIVIDADES CREATIVAS, ARTÍSTICAS Y DE ENTRETENIMIENTO N.C.P.",7999,Servicios de recreación (no clasificados en otra parte),7999
910100,ACTIVIDADES DE BIBLIOTECAS Y ARCHIVOS,5192,"Libros, publicaciones periódicas y periódicos",5192
910200,"ACTIVIDADES DE MUSEOS, GESTIÓN DE LUGARES Y EDIFICIOS HISTÓRICOS",5971,Marchantes y galerías de arte,5971
910300,"ACTIVIDADES DE JARDINES BOTÁNICOS, ZOOLÓGICOS Y RESERVAS NATURALES",7999,Servicios de recreación (no clasificados en otra parte),7999
920010,ACTIVIDADES DE CASINOS DE JUEGOS,7801,Casinos en línea con licencia gubernamental (apuestas en línea),7801
920010,ACTIVIDADES DE CASINOS DE JUEGOS,7995,"Apuestas (incluidos billetes de lotería, fichas de juegos de casino, apuestas fuera de la pista y apuestas en hipódromos)",7995
920090,OTRAS ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS N.C.P.,5411,"Tiendas de comestibles, Supermercados",5411
920090,OTRAS ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS N.C.P.,7801,Casinos en línea con licencia gubernamental (apuestas en línea),7801
920090,OTRAS ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS N.C.P.,7995,"Apuestas (incluidos billetes de lotería, fichas de juegos de casino, apuestas fuera de la pista y apuestas en hipódromos)",7995
931101,HIPÓDROMOS,7802,Carreras de perros y caballos con licencia del gobierno,7802
931102,GESTIÓN DE SALAS DE BILLAR; GESTIÓN DE SALAS DE BOLOS (BOWLING),7932,Establecimientos de billar y pool,7932
931109,GESTIÓN DE OTRAS INSTALACIONES DEPORTIVAS N.C.P.,7941,"Deportes comerciales, campos deportivos, clubes deportivos profesionales y promotores deportivos",7941
931201,ACTIVIDADES DE CLUBES DE FÚTBOL AMATEUR Y PROFESIONAL,7941,"Deportes comerciales, campos deportivos, clubes deportivos profesionales y promotores deportivos",7941
931209,ACTIVIDADES DE OTROS CLUBES DEPORTIVOS N.C.P.,7941,"Deportes comerciales, campos deportivos, clubes deportivos profesionales y promotores deportivos",7941
931901,PROMOCIÓN Y ORGANIZACIÓN DE COMPETENCIAS DEPORTIVAS,7941,"Deportes comerciales, campos deportivos, clubes deportivos profesionales y promotores deportivos",7941
931909,OTRAS ACTIVIDADES DEPORTIVAS N.C.P.,7941,"Deportes comerciales, campos deportivos, clubes deportivos profesionales y promotores deportivos",7941
932100,ACTIVIDADES DE PARQUES DE ATRACCIONES Y PARQUES TEMÁTICOS,7996,"Parques de atracciones, Carnavales, Circos, Adivinos",7996
932100,ACTIVIDADES DE PARQUES DE ATRACCIONES Y PARQUES TEMÁTICOS,7999,Servicios de recreación (no clasificados en otra parte),7999
932901,GESTIÓN DE SALAS DE POOL; GESTIÓN (EXPLOTACIÓN) DE JUEGOS ELECTRÓNICOS,7932,Establecimientos de billar y pool,7932
932901,GESTIÓN DE SALAS DE POOL; GESTIÓN (EXPLOTACIÓN) DE JUEGOS ELECTRÓNICOS,7994,Salas de juegos/establecimientos de videojuegos,7994
932909,OTRAS ACTIVIDADES DE ESPARCIMIENTO Y RECREATIVAS N.C.P.,7032,Campamentos Deportivos y Recreativos,7032
932909,OTRAS ACTIVIDADES DE ESPARCIMIENTO Y RECREATIVAS N.C.P.,7997,"Clubes de membresía (deportes, recreación, atletismo), clubes de campo y campos de golf privados",7997
932909,OTRAS ACTIVIDADES DE ESPARCIMIENTO Y RECREATIVAS N.C.P.,7999,Servicios de recreación (no clasificados en otra parte),7999
941100,ACTIVIDADES DE ASOCIACIONES EMPRESARIALES Y DE EMPLEADORES,8699,Organizaciones de membresía (no clasificadas en otra parte),8699
941200,ACTIVIDADES DE ASOCIACIONES PROFESIONALES,8699,Organizaciones de membresía (no clasificadas en otra parte),8699
942000,ACTIVIDADES DE SINDICATOS,1437,Organizaciones caritativas y de servicios sociales,1437
949100,ACTIVIDADES DE ORGANIZACIONES RELIGIOSAS,8661,Organizaciones religiosas,8661
949200,ACTIVIDADES DE ORGANIZACIONES POLÍTICAS,8651,Organizaciones políticas,8651
949901,ACTIVIDADES DE CENTROS DE MADRES,1437,Organizaciones caritativas y de servicios sociales,1437
949902,ACTIVIDADES DE CLUBES SOCIALES,1437,Organizaciones caritativas y de servicios sociales,1437
949902,ACTIVIDADES DE CLUBES SOCIALES,7997,"Clubes de membresía (deportes, recreación, atletismo), clubes de campo y campos de golf privados",7997
949902,ACTIVIDADES DE CLUBES SOCIALES,8699,Organizaciones de membresía (no clasificadas en otra parte),8699
949903,FUNDACIONES Y CORPORACIONES; ASOCIACIONES QUE PROMUEVEN ACTIVIDADES CULTURALES O RECREATIVAS,1437,Organizaciones caritativas y de servicios sociales,1437
949904,CONSEJO DE ADMINISTRACIÓN DE EDIFICIOS Y CONDOMINIOS,7349,"Limpieza y mantenimiento, Servicios de conserjería",7349
949909,ACTIVIDADES DE OTRAS ASOCIACIONES N.C.P.,8641,"Asociaciones cívicas, fraternales y sociales",8641
951100,REPARACIÓN DE COMPUTADORES Y EQUIPO PERIFÉRICO,7379,"Servicios de mantenimiento y reparación de computadoras, no clasificados en otra parte",7379
951100,REPARACIÓN DE COMPUTADORES Y EQUIPO PERIFÉRICO,7699,Talleres de reparación y servicios relacionados –Varios,7699
951200,REPARACIÓN DE EQUIPO DE COMUNICACIONES (INCLUYE LA REPARACIÓN TELÉFONOS CELULARES),7622,Talleres de reparación de radios,7622
951200,REPARACIÓN DE EQUIPO DE COMUNICACIONES (INCLUYE LA REPARACIÓN TELÉFONOS CELULARES),7699,Talleres de reparación y servicios relacionados –Varios,7699
952100,REPARACIÓN DE APARATOS ELECTRÓNICOS DE CONSUMO (INCLUYE APARATOS DE TELEVISIÓN Y RADIO),7629,Talleres De Reparación De Electricidad Y Pequeños Electrodomésticos,7629
952100,REPARACIÓN DE APARATOS ELECTRÓNICOS DE CONSUMO (INCLUYE APARATOS DE TELEVISIÓN Y RADIO),7699,Talleres de reparación y servicios relacionados –Varios,7699
952200,"REPARACIÓN DE APARATOS DE USO DOMÉSTICO, EQUIPO DOMÉSTICO Y DE JARDINERÍA",7629,Talleres De Reparación De Electricidad Y Pequeños Electrodomésticos,7629
952200,"REPARACIÓN DE APARATOS DE USO DOMÉSTICO, EQUIPO DOMÉSTICO Y DE JARDINERÍA",7641,"Mobiliario, Reparación de muebles y Acabado de muebles",7641
952200,"REPARACIÓN DE APARATOS DE USO DOMÉSTICO, EQUIPO DOMÉSTICO Y DE JARDINERÍA",7699,Talleres de reparación y servicios relacionados –Varios,7699
952300,REPARACIÓN DE CALZADO Y DE ARTÍCULOS DE CUERO,7251,"Tiendas, talleres de reparación, lustrados de calzado y talleres de limpieza de sombreros.",7251
952300,REPARACIÓN DE CALZADO Y DE ARTÍCULOS DE CUERO,7699,Talleres de reparación y servicios relacionados –Varios,7699
952400,REPARACIÓN DE MUEBLES Y ACCESORIOS DOMÉSTICOS,5832,"Tiendas de antigüedades – Servicios de venta, reparación y restauración",5832
952400,REPARACIÓN DE MUEBLES Y ACCESORIOS DOMÉSTICOS,7641,"Mobiliario, Reparación de muebles y Acabado de muebles",7641
952400,REPARACIÓN DE MUEBLES Y ACCESORIOS DOMÉSTICOS,7699,Talleres de reparación y servicios relacionados –Varios,7699
952900,REPARACIÓN DE OTROS EFECTOS PERSONALES Y ENSERES DOMÉSTICOS,7629,Talleres De Reparación De Electricidad Y Pequeños Electrodomésticos,7629
952900,REPARACIÓN DE OTROS EFECTOS PERSONALES Y ENSERES DOMÉSTICOS,7699,Talleres de reparación y servicios relacionados –Varios,7699
960100,"LAVADO Y LIMPIEZA, INCLUIDA LA LIMPIEZA EN SECO, DE PRODUCTOS TEXTILES Y DE PIEL",2842,"Preparaciones especiales de limpieza, pulido y saneamiento",2842
960100,"LAVADO Y LIMPIEZA, INCLUIDA LA LIMPIEZA EN SECO, DE PRODUCTOS TEXTILES Y DE PIEL",7217,Limpieza de alfombras y tapizados,7217
960200,PELUQUERÍA Y OTROS TRATAMIENTOS DE BELLEZA,7230,Peluquerías y salones de belleza,7230
960310,SERVICIOS FUNERARIOS,7261,Servicio Funerario y Crematorios,7261
960320,SERVICIOS DE CEMENTERIOS,7261,Servicio Funerario y Crematorios,7261
960901,"SERVICIOS DE ADIESTRAMIENTO, GUARDERÍA, PELUQUERÍA, PASEO DE MASCOTAS (EXCEPTO ACT. VETERINARIAS)",7299,Servicios personales varios (no clasificados en otra parte),7299
960902,"ACTIVIDADES DE SALONES DE MASAJES, BAÑOS TURCOS, SAUNAS, SERVICIO DE BAÑOS PÚBLICOS",5996,"Piscinas: ventas, servicios y suministros",5996
960902,"ACTIVIDADES DE SALONES DE MASAJES, BAÑOS TURCOS, SAUNAS, SERVICIO DE BAÑOS PÚBLICOS",7232,Salones de masajes,7232
960909,OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.,7299,Servicios personales varios (no clasificados en otra parte),7299
970000,ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES DE PERSONAL DOMÉSTICO,7299,Servicios personales varios (no clasificados en otra parte),7299
970000,ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES DE PERSONAL DOMÉSTICO,7349,"Limpieza y mantenimiento, Servicios de conserjería",7349
970000,ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES DE PERSONAL DOMÉSTICO,8351,Servicios de cuidado infantil,8351
990000,ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES,1437,Organizaciones caritativas y de servicios sociales,1437
990000,ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES,8651,Organizaciones políticas,8651
990000,ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES,8661,Organizaciones religiosas,8661
990000,ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES,8699,Organizaciones de membresía (no clasificadas en otra parte),8699
581300,"EDICIÓN DE DIARIOS, REVISTAS Y OTRAS PUBLICACIONES PERIÓDICAS",5192,"Libros, publicaciones periódicas y periódicos",5192
869091,OTROS SERVICIOS DE ATENCIÓN DE LA SALUD HUMANA PRESTADOS POR EMPRESAS,4119,SERVICIOS DE AMBULANCIA,4119
492120,TRANSPORTE URBANO Y SUBURBANO DE PASAJEROS VÍA LOCOMOCIÓN COLECTIVA,4131,LÍNEAS DE BUSES,4131
492250,TRANSPORTE DE PASAJEROS EN BUSES INTERURBANOS ,4131,LÍNEAS DE BUSES,4131
492300,TRANSPORTE DE CARGA POR CARRETERA,4215,SERVICIOS DE ENTREGA Y FLETES,4215
501100,TRANSPORTE DE PASAJEROS MARÍTIMO Y DE CABOTAJE,4411,CRUCEROS,4411
502100,TRANSPORTE DE PASAJEROS POR VÍAS DE NAVEGACIÓN INTERIORES,4411,CRUCEROS,4411
210000,"FABRICACIÓN DE PRODUCTOS FARMACÉUTICOS, SUSTANCIAS QUÍMICAS MEDICINALES Y PRODUCTOS BOTÁNICOS",5122,LABORATORIOS FARMACÉUTICOS,5122
464907,VENTA AL POR MAYOR DE PRODUCTOS FARMACÉUTICOS Y MEDICINALES ,5122,LABORATORIOS FARMACÉUTICOS,5122
477399,VENTA AL POR MENOR DE OTROS PRODUCTOS EN COMERCIOS ESPECIALIZADOS N.C.P.,5309,TIENDAS LIBRES DE IMPUESTOS,5309
471910,VENTA AL POR MENOR EN COMERCIOS DE VESTUARIO Y PRODUCTOS PARA EL HOGAR (GRANDES TIENDAS),5311,GRANDES TIENDAS,5311
477399,VENTA AL POR MENOR DE OTROS PRODUCTOS EN COMERCIOS ESPECIALIZADOS N.C.P.,5331,TIENDAS DE VARIEDADES,5331
453000,"VENTA DE PARTES, PIEZAS Y ACCESORIOS PARA VEHÍCULOS AUTOMOTORES",5532,TIENDAS DE NEUMÁTICOS AUTOMOTRICES,5532
451002,VENTA AL POR MENOR DE VEHÍCULOS AUTOMOTORES NUEVOS O USADOS (INCLUYE COMPRAVENTA),5592,DISTRIBUIDORES DE CASAS RODANTES,5592
451002,VENTA AL POR MENOR DE VEHÍCULOS AUTOMOTORES NUEVOS O USADOS (INCLUYE COMPRAVENTA),5598,DISTRIBUIDORES DE VEHÍCULOS PARA LA NIEVE,5598
477102,VENTA AL POR MENOR DE PRENDAS Y ACCESORIOS DE VESTIR EN COMERCIOS ESPECIALIZADOS,5621,TIENDAS LISTAS PARA USAR PARA MUJERES,5621
477102,VENTA AL POR MENOR DE PRENDAS Y ACCESORIOS DE VESTIR EN COMERCIOS ESPECIALIZADOS,5681,TIENDAS DE PIELES,5681
477102,VENTA AL POR MENOR DE PRENDAS Y ACCESORIOS DE VESTIR EN COMERCIOS ESPECIALIZADOS,5697,"SASTRES, COSTURERAS, ARREGLOS Y MODIFICACIONES",5697
741001,ACTIVIDADES DE DISEÑO DE VESTUARIO,5697,"SASTRES, COSTURERAS, ARREGLOS Y MODIFICACIONES",5697
960200,PELUQUERÍA Y OTROS TRATAMIENTOS DE BELLEZA,5698,TIENDAS DE PELUCAS Y BISOÑÉS,5698
475300,"VENTA AL POR MENOR DE TAPICES, ALFOMBRAS Y CUBRIMIENTOS PARA PAREDES Y PISOS",5713,TIENDAS DE REVESTIMIENTO DE PISOS,5713
477201,VENTA AL POR MENOR DE PRODUCTOS FARMACÉUTICOS Y MEDICINALES EN COMERCIOS ESPECIALIZADOS,5912,FARMACIAS,5912
742002,SERVICIOS Y ACTIVIDADES DE FOTOGRAFÍA ,5946,TIENDAS DE CÁMARAS Y SUMINISTROS FOTOGRÁFICOS,5946
742003,SERVICIOS PERSONALES DE FOTOGRAFÍA ,5946,TIENDAS DE CÁMARAS Y SUMINISTROS FOTOGRÁFICOS,5946
477103,"VENTA AL POR MENOR DE CARTERAS, MALETAS Y OTROS ACCESORIOS DE VIAJE EN COMERCIOS ESPECIALIZADOS",5948,TIENDAS DE EQUIPAJE Y ARTÍCULOS DE CUERO,5948
479903,VENTA AL POR MENOR POR COMISIONISTAS (NO DEPENDIENTES DE COMERCIOS),5965,MARKETING DIRECTO: MINORISTAS QUE VENDEN POR CATÁLOGO,5965
477396,"VENTA AL POR MENOR DE RECUERDOS, ARTESANÍAS Y ARTÍCULOS RELIGIOSOS EN COMERCIOS ESPECIALIZADOS",5973,TIENDAS DE ARTÍCULOS RELIGIOSOS,5973
476102,VENTA AL POR MENOR DE DIARIOS Y REVISTAS EN COMERCIOS ESPECIALIZADOS,5994,QUIOSCOS,5994
477399,VENTA AL POR MENOR DE OTROS PRODUCTOS EN COMERCIOS ESPECIALIZADOS N.C.P.,5998,TIENDAS DE CARPAS Y TOLDOS,5998
551009,OTRAS ACTIVIDADES DE ALOJAMIENTO PARA TURISTAS N.C.P.,7012,TIEMPO COMPARTIDO,7012
559009,OTRAS ACTIVIDADES DE ALOJAMIENTO N.C.P.,7012,TIEMPO COMPARTIDO,7012
