Código Actividad SII,Nombre Actividad SII,Código MCC,Nombre MCC,Registrado en restricciones adquirentes
960100,"LAVADO Y LIMPIEZA, INCLUIDA LA LIMPIEZA EN SECO, DE PRODUCTOS TEXTILES Y DE PIEL",7211,LAVANDERÍAS DE AUTOSERVICIO,7211
692000,"ACTIVIDADES DE CONTABILIDAD, TENEDURÍA DE LIBROS Y AUDITORÍA; CONSULTORÍA FISCAL",7276,SERVICIOS DE PREPARACIÓN DE DECLARACIONES DE IMPUESTOS,7276
749001,ASESORÍA Y GESTIÓN EN LA COMPRA O VENTA DE PEQUEÑAS Y MEDIANAS EMPRESAS,7278,SERVICIOS DE ASESORAMIENTO: COMPRA Y VENTA DE BIENES,7278
772900,ALQUILER DE OTROS EFECTOS PERSONALES Y ENSERES DOMÉSTICOS (INCLUYE MOBILIARIO PARA EVENTOS),7296,"ARRIENDO DE ROPA: DISFRACES, UNIFORMES, ROPA FORMAL",7296
960902,"ACTIVIDADES DE SALONES DE MASAJES, BAÑOS TURCOS, SAUNAS, SERVICIO DE BAÑOS PÚBLICOS",7297,SALONES DE MASAJE,7297
960200,PELUQUERÍA Y OTROS TRATAMIENTOS DE BELLEZA,7298,SPAS DE SALUD Y BELLEZA,7298
732000,ESTUDIOS DE MERCADO Y ENCUESTAS DE OPINIÓN PÚBLICA,7375,SERVICIOS DE ENCUESTAS Y RECOLECCIÓN DE INFORMACIÓN,7375
771000,ALQUILER DE VEHÍCULOS AUTOMOTORES SIN CHOFER,7513,ARRIENDO DE CAMIONES Y REMOLQUES,7513
773001,"ALQUILER DE EQUIPOS DE TRANSPORTE SIN OPERARIO, EXCEPTO VEHÍCULOS AUTOMOTORES",7513,ARRIENDO DE CAMIONES Y REMOLQUES,7513
773002,"ALQUILER DE MAQUINARIA Y EQUIPO AGROPECUARIO, FORESTAL, DE CONSTRUCCIÓN E ING. CIVIL, SIN OPERARIOS",7513,ARRIENDO DE CAMIONES Y REMOLQUES,7513
773009,ALQUILER DE OTROS TIPOS DE MAQUINARIAS Y EQUIPOS SIN OPERARIO N.C.P.,7513,ARRIENDO DE CAMIONES Y REMOLQUES,7513
771000,ALQUILER DE VEHÍCULOS AUTOMOTORES SIN CHOFER,7519,ARRIENDO DE CASAS RODANTES Y VEHÍCULOS RECREATIVOS,7519
772200,ALQUILER DE CINTAS DE VIDEO Y DISCOS,7841,ARRIENDO DE PELÍCULAS,7841
900002,"ACTIVIDADES ARTÍSTICAS REALIZADAS POR BANDAS DE MÚSICA, COMPAÑÍAS DE TEATRO, CIRCENSES Y SIMILARES",7911,"SALONES DE BAILE, ESTUDIOS Y ESCUELAS",7911
931102,GESTIÓN DE SALAS DE BILLAR; GESTIÓN DE SALAS DE BOLOS (BOWLING),7933,SALONES DE BOLOS,7933
910100,ACTIVIDADES DE BIBLIOTECAS Y ARCHIVOS,7991,EXHIBICIONES Y ATRACCIONES TURISTICAS,7991
910200,"ACTIVIDADES DE MUSEOS, GESTIÓN DE LUGARES Y EDIFICIOS HISTÓRICOS",7991,EXHIBICIONES Y ATRACCIONES TURISTICAS,7991
931109,GESTIÓN DE OTRAS INSTALACIONES DEPORTIVAS N.C.P.,7992,CAMPOS DE GOLF PÚBLICOS,7992
931209,ACTIVIDADES DE OTROS CLUBES DEPORTIVOS N.C.P.,7992,CAMPOS DE GOLF PÚBLICOS,7992
910300,"ACTIVIDADES DE JARDINES BOTÁNICOS, ZOOLÓGICOS Y RESERVAS NATURALES",7998,"ACUARIOS, ACUARIOS MARINOS Y ZOOLÓGICOS",7998
749009,"OTRAS ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS N.C.P.",8011,DOCTORES Y MÉDICOS (NO CLASIFICADOS EN OTRA PARTE),8011
862031,SERVICIOS DE MÉDICOS PRESTADOS DE FORMA INDEPENDIENTE,8011,DOCTORES Y MÉDICOS (NO CLASIFICADOS EN OTRA PARTE),8011
862031,SERVICIOS DE MÉDICOS PRESTADOS DE FORMA INDEPENDIENTE,8042,OPTOMETRISTAS Y OFTALMÓLOGOS,8042
869091,OTROS SERVICIOS DE ATENCIÓN DE LA SALUD HUMANA PRESTADOS POR EMPRESAS,8049,PODÓLOGOS Y PEDICURISTAS,8049
869092,SERVICIOS PRESTADOS DE FORMA INDEPENDIENTE POR OTROS PROFESIONALES DE LA SALUD,8049,PODÓLOGOS Y PEDICURISTAS,8049
850012,"ENSEÑANZA PRIMARIA, SECUNDARIA CIENTÍFICO HUMANISTA Y TÉCNICO PROFESIONAL PÚBLICA",8211,ESCUELAS PRIMARIAS Y SECUNDARIAS,8211
850022,"ENSEÑANZA PRIMARIA, SECUNDARIA CIENTÍFICO HUMANISTA Y TÉCNICO PROFESIONAL PRIVADA",8211,ESCUELAS PRIMARIAS Y SECUNDARIAS,8211
854909,OTROS TIPOS DE ENSEÑANZA N.C.P.,8241,ESCUELAS POR CORRESPONDENCIA,8241
854909,OTROS TIPOS DE ENSEÑANZA N.C.P.,8244,ESCUELAS DE NEGOCIOS Y SECRETARIADO,8244
854909,OTROS TIPOS DE ENSEÑANZA N.C.P.,8249,ESCUELAS VOCACIONALES Y COMERCIALES,8249
881000,ACTIVIDADES DE ASISTENCIA SOCIAL SIN ALOJAMIENTO PARA PERSONAS DE EDAD Y PERSONAS CON DISCAPACIDAD,8398,ORGANIZACIONES DE SERVICIO SOCIAL CARITATIVO,8398
889000,OTRAS ACTIVIDADES DE ASISTENCIA SOCIAL SIN ALOJAMIENTO,8398,ORGANIZACIONES DE SERVICIO SOCIAL CARITATIVO,8398
949903,FUNDACIONES Y CORPORACIONES; ASOCIACIONES QUE PROMUEVEN ACTIVIDADES CULTURALES O RECREATIVAS,8398,ORGANIZACIONES DE SERVICIO SOCIAL CARITATIVO,8398
949909,ACTIVIDADES DE OTRAS ASOCIACIONES N.C.P.,8398,ORGANIZACIONES DE SERVICIO SOCIAL CARITATIVO,8398
522910,AGENCIAS DE ADUANAS,9311,PAGO DE IMPUESTOS,9311
591300,"ACTIVIDADES DE DISTRIBUCIÓN DE PELÍCULAS CINEMATOGRÁFICAS, VIDEOS Y PROGRAMAS DE TELEVISIÓN",7841,ARRIENDO DE PELÍCULAS,7841
14102,CRÍA DE GANADO BOVINO PARA LA PRODUCCIÓN DE CARNE O COMO GANADO REPRODUCTOR,5422,Proveedores de carne – Congelador y casillero,5422
14200,CRÍA DE CABALLOS Y OTROS EQUINOS,5399,Varios. Mercancía General,5399
14300,"CRÍA DE LLAMAS, ALPACAS, VICUÑAS, GUANACOS Y OTROS CAMÉLIDOS",5399,Varios. Mercancía General,5399
14410,CRÍA DE OVEJAS (OVINOS),5399,Varios. Mercancía General,5399
14420,CRÍA DE CABRAS (CAPRINOS),5399,Varios. Mercancía General,5399
14500,CRÍA DE CERDOS,5399,Varios. Mercancía General,5399
14601,CRÍA DE AVES DE CORRAL PARA LA PRODUCCIÓN DE CARNE,5422,Proveedores de carne – Congelador y casillero,5422
14602,CRÍA DE AVES DE CORRAL PARA LA PRODUCCIÓN DE HUEVOS,5499,Varios. Tiendas de alimentos: tiendas de conveniencia y mercados especializados,5499
14901,APICULTURA,5499,Varios. Tiendas de alimentos: tiendas de conveniencia y mercados especializados,5499
14901,APICULTURA,7299,Servicios personales varios (no clasificados en otra parte),7299
14909,CRÍA DE OTROS ANIMALES N.C.P.,7299,Servicios personales varios (no clasificados en otra parte),7299
16200,ACTIVIDADES DE APOYO A LA GANADERÍA,1799,"Contratistas: comercio especial, no clasificados en otra parte",1799
17000,CAZA ORDINARIA Y MEDIANTE TRAMPAS Y ACTIVIDADES DE SERVICIOS CONEXAS,7299,Servicios personales varios (no clasificados en otra parte),7299
22000,EXTRACCIÓN DE MADERA,5211,Tiendas de madera y materiales de construcción,5211
23000,RECOLECCIÓN DE PRODUCTOS FORESTALES DISTINTOS DE LA MADERA,780,"Servicios de horticultura, Servicios de paisajismo",780
31110,"PESCA MARÍTIMA INDUSTRIAL, EXCEPTO DE BARCOS FACTORÍA",5399,Varios. Mercancía General,5399
31120,PESCA MARÍTIMA ARTESANAL,7299,Servicios personales varios (no clasificados en otra parte),7299
31130,RECOLECCIÓN Y EXTRACCIÓN DE PRODUCTOS MARINOS,7299,Servicios personales varios (no clasificados en otra parte),7299
31130,RECOLECCIÓN Y EXTRACCIÓN DE PRODUCTOS MARINOS,5499,Varios. Tiendas de alimentos: tiendas de conveniencia y mercados especializados,5499
31140,SERVICIOS RELACIONADOS CON LA PESCA MARÍTIMA,7299,Servicios personales varios (no clasificados en otra parte),7299
31140,SERVICIOS RELACIONADOS CON LA PESCA MARÍTIMA,5499,Varios. Tiendas de alimentos: tiendas de conveniencia y mercados especializados,5499
31200,PESCA DE AGUA DULCE,7299,Servicios personales varios (no clasificados en otra parte),7299
32110,CULTIVO Y CRIANZA DE PECES MARINOS,7299,Servicios personales varios (no clasificados en otra parte),7299
32110,CULTIVO Y CRIANZA DE PECES MARINOS,5499,Varios. Tiendas de alimentos: tiendas de conveniencia y mercados especializados,5499
32110,CULTIVO Y CRIANZA DE PECES MARINOS,5399,Varios. Mercancía General,5399
32120,"CULTIVO, REPRODUCCIÓN Y MANEJO DE ALGAS MARINAS",7299,Servicios personales varios (no clasificados en otra parte),7299
32120,"CULTIVO, REPRODUCCIÓN Y MANEJO DE ALGAS MARINAS",5399,Varios. Mercancía General,5399
32130,"REPRODUCCIÓN Y CRÍA DE MOLUSCOS, CRUSTÁCEOS Y GUSANOS MARINOS",5399,Varios. Mercancía General,5399
32130,"REPRODUCCIÓN Y CRÍA DE MOLUSCOS, CRUSTÁCEOS Y GUSANOS MARINOS",7299,Servicios personales varios (no clasificados en otra parte),7299
32140,SERVICIOS RELACIONADOS CON LA ACUICULTURA MARINA,7299,Servicios personales varios (no clasificados en otra parte),7299
32140,SERVICIOS RELACIONADOS CON LA ACUICULTURA MARINA,5499,Varios. Tiendas de alimentos: tiendas de conveniencia y mercados especializados,5499
32200,ACUICULTURA DE AGUA DULCE,7299,Servicios personales varios (no clasificados en otra parte),7299
32200,ACUICULTURA DE AGUA DULCE,5499,Varios. Tiendas de alimentos: tiendas de conveniencia y mercados especializados,5499
101011,"EXPLOTACIÓN DE MATADEROS DE BOVINOS, OVINOS, EQUINOS, CAPRINOS, PORCINOS Y CAMÉLIDOS",5499,Varios. Tiendas de alimentos: tiendas de conveniencia y mercados especializados,5499
101019,EXPLOTACIÓN DE MATADEROS DE AVES Y DE OTROS TIPOS DE ANIMALES N.C.P.,5499,Varios. Tiendas de alimentos: tiendas de conveniencia y mercados especializados,5499
102010,PRODUCCIÓN DE HARINA DE PESCADO,5499,Varios. Tiendas de alimentos: tiendas de conveniencia y mercados especializados,5499
461001,CORRETAJE AL POR MAYOR DE PRODUCTOS AGRÍCOLAS,5499,Varios. Tiendas de alimentos: tiendas de conveniencia y mercados especializados,5499
461002,CORRETAJE AL POR MAYOR DE GANADO,5499,Varios. Tiendas de alimentos: tiendas de conveniencia y mercados especializados,5499
462020,VENTA AL POR MAYOR DE ANIMALES VIVOS,5995,"Tiendas de mascotas, tiendas de alimentos y suministros para mascotas",5995
791100,ACTIVIDADES DE AGENCIAS DE VIAJES,4722,Agencias de viajes y operaciones turísticas,4722
791200,ACTIVIDADES DE OPERADORES TURÍSTICOS,4722,Agencias de viajes y operaciones turísticas,4722
942000,ACTIVIDADES DE SINDICATOS,7299,Servicios personales varios (no clasificados en otra parte),7299
949901,ACTIVIDADES DE CENTROS DE MADRES,7999,Servicios de recreación (no clasificados en otra parte),7999
822000,ACTIVIDADES DE CALL-CENTER,4814,"Servicios de fax, Servicios de telecomunicaciones",4814
732000,ESTUDIOS DE MERCADO Y ENCUESTAS DE OPINIÓN PÚBLICA,5966,Marketing directo: comerciante de telemercadeo saliente,5966
302000,FABRICACIÓN DE LOCOMOTORAS Y MATERIAL RODANTE,7699,Talleres de reparación y servicios relacionados –Varios,7699
263000,FABRICACIÓN DE EQUIPO DE COMUNICACIONES,5732,Ventas Electrónicas,5732
273100,FABRICACIÓN DE CABLES DE FIBRA ÓPTICA,5085,"Suministros industriales, no clasificados en otra parte",5085
273300,FABRICACIÓN DE DISPOSITIVOS DE CABLEADO,5085,"Suministros industriales, no clasificados en otra parte",5085
465200,"VENTA AL POR MAYOR DE EQUIPO, PARTES Y PIEZAS ELECTRÓNICOS Y DE TELECOMUNICACIONES",5732,Ventas Electrónicas,5732
271000,"FABRICACIÓN DE MOTORES, GENERADORES Y TRANSFORMADORES ELÉCTRICOS, APARATOS DE DISTRIBUCIÓN Y CONTROL",5085,"Suministros industriales, no clasificados en otra parte",5085
309900,FABRICACIÓN DE OTROS TIPOS DE EQUIPO DE TRANSPORTE N.C.P.,7538,Talleres de servicio automotriz,7538
454002,"VENTA DE PARTES, PIEZAS Y ACCESORIOS DE MOTOCICLETAS",5511,"Concesionarios de automóviles y camiones (nuevos y usados) Ventas, servicios, reparaciones, repuestos y arrendamiento",5511
454002,"VENTA DE PARTES, PIEZAS Y ACCESORIOS DE MOTOCICLETAS",5533,"Repuestos de automóviles, Tiendas de accesorios",5533
239100,FABRICACIÓN DE PRODUCTOS REFRACTARIOS,5211,Tiendas de madera y materiales de construcción,5211
239200,FABRICACIÓN DE MATERIALES DE CONSTRUCCIÓN DE ARCILLA,5211,Tiendas de madera y materiales de construcción,5211
239400,"FABRICACIÓN DE CEMENTO, CAL Y YESO",5211,Tiendas de madera y materiales de construcción,5211
239500,"FABRICACIÓN DE ARTÍCULOS DE HORMIGÓN, CEMENTO Y YESO",5211,Tiendas de madera y materiales de construcción,5211
239600,"CORTE, TALLA Y ACABADO DE LA PIEDRA",5970,Tiendas de artesanía y suministros para artistas,5970
251300,"FABRICACIÓN DE GENERADORES DE VAPOR, EXCEPTO CALDERAS DE AGUA CALIENTE PARA CALEFACCIÓN CENTRAL",5085,"Suministros industriales, no clasificados en otra parte",5085
281100,"FABRICACIÓN DE MOTORES Y TURBINAS, EXCEPTO PARA AERONAVES, VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS",5085,"Suministros industriales, no clasificados en otra parte",5085
281200,FABRICACIÓN DE EQUIPO DE PROPULSIÓN DE FLUIDOS,5047,"Equipos y suministros médicos, dentales, oftalmológicos y hospitalarios.",5047
281300,"FABRICACIÓN DE OTRAS BOMBAS, COMPRESORES, GRIFOS Y VÁLVULAS",5085,"Suministros industriales, no clasificados en otra parte",5085
281500,"FABRICACIÓN DE HORNOS, CALDERAS Y QUEMADORES",5085,"Suministros industriales, no clasificados en otra parte",5085
281600,FABRICACIÓN DE EQUIPO DE ELEVACIÓN Y MANIPULACIÓN,5085,"Suministros industriales, no clasificados en otra parte",5085
282100,FABRICACIÓN DE MAQUINARIA AGROPECUARIA Y FORESTAL,5085,"Suministros industriales, no clasificados en otra parte",5085
282200,FABRICACIÓN DE MAQUINARIA PARA LA CONFORMACIÓN DE METALES Y DE MÁQUINAS HERRAMIENTA,5085,"Suministros industriales, no clasificados en otra parte",5085
282300,FABRICACIÓN DE MAQUINARIA METALÚRGICA,5085,"Suministros industriales, no clasificados en otra parte",5085
282400,FABRICACIÓN DE MAQUINARIA PARA LA EXPLOTACIÓN DE MINAS Y CANTERAS Y PARA OBRAS DE CONSTRUCCIÓN,5085,"Suministros industriales, no clasificados en otra parte",5085
282500,"FABRICACIÓN DE MAQUINARIA PARA LA ELABORACIÓN DE ALIMENTOS, BEBIDAS Y TABACO",5085,"Suministros industriales, no clasificados en otra parte",5085
282600,"FABRICACIÓN DE MAQUINARIA PARA LA ELABORACIÓN DE PRODUCTOS TEXTILES, PRENDAS DE VESTIR Y CUEROS",5949,"Tiendas de artículos de costura, agujas, telas y precios",5949
282900,FABRICACIÓN DE OTROS TIPOS DE MAQUINARIA DE USO ESPECIAL,5085,"Suministros industriales, no clasificados en otra parte",5085
465300,"VENTA AL POR MAYOR DE MAQUINARIA, EQUIPO Y MATERIALES AGROPECUARIOS",5085,"Suministros industriales, no clasificados en otra parte",5085
465901,"VENTA AL POR MAYOR DE MAQUINARIA METALÚRGICA, PARA LA MINERÍA, EXTRACCIÓN DE PETRÓLEO Y CONSTRUCCIÓN",5085,"Suministros industriales, no clasificados en otra parte",5085
465902,"VENTA AL POR MAYOR DE MAQUINARIA PARA LA ELABORACIÓN DE ALIMENTOS, BEBIDAS Y TABACO",5085,"Suministros industriales, no clasificados en otra parte",5085
465903,"VENTA AL POR MAYOR DE MAQUINARIA PARA LA INDUSTRIA TEXTIL, DEL CUERO Y DEL CALZADO",5949,"Tiendas de artículos de costura, agujas, telas y precios",5949
465905,"VENTA AL POR MAYOR DE EQUIPO DE TRANSPORTE(EXCEPTO VEHÍCULOS AUTOMOTORES, MOTOCICLETAS Y BICICLETAS)",5511,"Concesionarios de automóviles y camiones (nuevos y usados) Ventas, servicios, reparaciones, repuestos y arrendamiento",5511
465909,VENTA AL POR MAYOR DE OTROS TIPOS DE MAQUINARIA Y EQUIPO N.C.P.,5085,"Suministros industriales, no clasificados en otra parte",5085
191000,FABRICACIÓN DE PRODUCTOS DE HORNOS DE COQUE,5085,"Suministros industriales, no clasificados en otra parte",5085
241000,INDUSTRIAS BÁSICAS DE HIERRO Y ACERO,5085,"Suministros industriales, no clasificados en otra parte",5085
242009,FABRICACIÓN DE PRODUCTOS PRIMARIOS DE METALES PRECIOSOS Y DE OTROS METALES NO FERROSOS N.C.P.,5085,"Suministros industriales, no clasificados en otra parte",5085
466200,VENTA AL POR MAYOR DE METALES Y MINERALES METALÍFEROS,5944,"Tiendas de relojería, joyerías y platería",5944
466902,VENTA AL POR MAYOR DE DESECHOS METÁLICOS (CHATARRA),5399,Varios. Mercancía General,5399
383001,RECUPERACIÓN Y RECICLAMIENTO DE DESPERDICIOS Y DESECHOS METÁLICOS,5931,Mercancía usada y tiendas de segunda mano,5931
261000,FABRICACIÓN DE COMPONENTES Y TABLEROS ELECTRÓNICOS,5732,Ventas Electrónicas,5732
264000,FABRICACIÓN DE APARATOS ELECTRÓNICOS DE CONSUMO,5732,Ventas Electrónicas,5732
265100,"FABRICACIÓN DE EQUIPO DE MEDICIÓN, PRUEBA, NAVEGACIÓN Y CONTROL",5732,Ventas Electrónicas,5732
273200,FABRICACIÓN DE OTROS HILOS Y CABLES ELÉCTRICOS,5085,"Suministros industriales, no clasificados en otra parte",5085
274000,FABRICACIÓN DE EQUIPO ELÉCTRICO DE ILUMINACIÓN,5085,"Suministros industriales, no clasificados en otra parte",5085
275000,FABRICACIÓN DE APARATOS DE USO DOMÉSTICO,5732,Ventas Electrónicas,5732
279000,FABRICACIÓN DE OTROS TIPOS DE EQUIPO ELÉCTRICO,5732,Ventas Electrónicas,5732
321100,FABRICACIÓN DE JOYAS Y ARTÍCULOS CONEXOS,5944,"Tiendas de relojería, joyerías y platería",5944
170200,FABRICACIÓN DE PAPEL Y CARTÓN ONDULADO Y DE ENVASES DE PAPEL Y CARTÓN,5085,"Suministros industriales, no clasificados en otra parte",5085
170900,FABRICACIÓN DE OTROS ARTÍCULOS DE PAPEL Y CARTÓN,5719,Tiendas especializadas en muebles para el hogar varios,5719
464904,VENTA AL POR MAYOR DE ARTÍCULOS DE PAPELERÍA Y ESCRITORIO,5942,Librerías,5942
141004,FABRICACIÓN DE ROPA DE TRABAJO,5611,Tiendas de ropa y complementos para hombre y niño,5611
152000,FABRICACIÓN DE CALZADO,5661,Zapaterías,5661
201109,FABRICACIÓN DE OTRAS SUSTANCIAS QUÍMICAS BÁSICAS N.C.P.,5085,"Suministros industriales, no clasificados en otra parte",5085
201200,FABRICACIÓN DE ABONOS Y COMPUESTOS DE NITRÓGENO,5261,Viveros - Tienda de suministros para césped y jardín,5261
202100,FABRICACIÓN DE PLAGUICIDAS Y OTROS PRODUCTOS QUÍMICOS DE USO AGROPECUARIO,5085,"Suministros industriales, no clasificados en otra parte",5085
202300,"FABRICACIÓN DE JABONES Y DETERGENTES, PREPARADOS PARA LIMPIAR, PERFUMES Y PREPARADOS DE TOCADOR",5085,"Suministros industriales, no clasificados en otra parte",5085
202901,FABRICACIÓN DE EXPLOSIVOS Y PRODUCTOS PIROTÉCNICOS,5085,"Suministros industriales, no clasificados en otra parte",5085
202909,FABRICACIÓN DE OTROS PRODUCTOS QUÍMICOS N.C.P.,5399,Varios. Mercancía General,5399
272000,"FABRICACIÓN DE PILAS, BATERÍAS Y ACUMULADORES",5085,"Suministros industriales, no clasificados en otra parte",5085
382200,TRATAMIENTO Y ELIMINACIÓN DE DESECHOS PELIGROSOS,7342,Servicios de exterminio y desinfección,7342
353002,ELABORACIÓN DE HIELO (EXCEPTO FABRICACIÓN DE HIELO SECO),5085,"Suministros industriales, no clasificados en otra parte",5085
466901,VENTA AL POR MAYOR DE PRODUCTOS QUÍMICOS,5085,"Suministros industriales, no clasificados en otra parte",5085
466909,"VENTA AL POR MAYOR DE DESPERDICIOS, DESECHOS Y OTROS PRODUCTOS N.C.P.",5931,Mercancía usada y tiendas de segunda mano,5931
381200,RECOGIDA DE DESECHOS PELIGROSOS,7342,Servicios de exterminio y desinfección,7342
192000,FABRICACIÓN DE PRODUCTOS DE LA REFINACIÓN DEL PETRÓLEO,5085,"Suministros industriales, no clasificados en otra parte",5085
91001,ACTIVIDADES DE APOYO PARA LA EXTRACCIÓN DE PETRÓLEO Y GAS NATURAL PRESTADOS POR EMPRESAS,5085,"Suministros industriales, no clasificados en otra parte",5085
581300,"EDICIÓN DE DIARIOS, REVISTAS Y OTRAS PUBLICACIONES PERIÓDICAS",2741,Publicaciones e imprentas varias,2741
464906,VENTA AL POR MAYOR DE DIARIOS Y REVISTAS,2741,Publicaciones e imprentas varias,2741
910100,ACTIVIDADES DE BIBLIOTECAS Y ARCHIVOS,2741,Publicaciones e imprentas varias,2741
202200,"FABRICACIÓN DE PINTURAS, BARNICES Y PRODUCTOS DE REVESTIMIENTO, TINTAS DE IMPRENTA Y MASILLAS",5085,"Suministros industriales, no clasificados en otra parte",5085
463011,VENTA AL POR MAYOR DE FRUTAS Y VERDURAS,5499,Varios. Tiendas de alimentos: tiendas de conveniencia y mercados especializados,5499
464901,"VENTA AL POR MAYOR DE MUEBLES, EXCEPTO MUEBLES DE OFICINA",5719,Tiendas especializadas en muebles para el hogar varios,5719
464901,"VENTA AL POR MAYOR DE MUEBLES, EXCEPTO MUEBLES DE OFICINA",5712,"Tiendas de muebles, muebles para el hogar y equipos, excepto electrodomésticos",5712
464902,VENTA AL POR MAYOR DE ARTÍCULOS ELÉCTRICOS Y ELECTRÓNICOS PARA EL HOGAR,5732,Ventas Electrónicas,5732
466100,"VENTA AL POR MAYOR DE COMBUSTIBLES SÓLIDOS, LÍQUIDOS Y GASEOSOS Y PRODUCTOS CONEXOS",5999,Tiendas minoristas diversas y especializadas,5999
469000,VENTA AL POR MAYOR NO ESPECIALIZADA,5399,Varios. Mercancía General,5399
105000,ELABORACIÓN DE PRODUCTOS LÁCTEOS,5499,Varios. Tiendas de alimentos: tiendas de conveniencia y mercados especializados,5499
301100,"CONSTRUCCIÓN DE BUQUES, EMBARCACIONES MENORES Y ESTRUCTURAS FLOTANTES",1799,"Contratistas: comercio especial, no clasificados en otra parte",1799
301200,CONSTRUCCIÓN DE EMBARCACIONES DE RECREO Y DE DEPORTE,1799,"Contratistas: comercio especial, no clasificados en otra parte",1799
291000,FABRICACIÓN DE VEHÍCULOS AUTOMOTORES,5533,"Repuestos de automóviles, Tiendas de accesorios",5533
292000,FABRICACIÓN DE CARROCERÍAS PARA VEHÍCULOS AUTOMOTORES; FABRICACIÓN DE REMOLQUES Y SEMIRREMOLQUES,7549,Servicios de remolque,7549
582000,EDICIÓN DE PROGRAMAS INFORMÁTICOS,4816,Servicios de redes informáticas,4816
620100,ACTIVIDADES DE PROGRAMACIÓN INFORMÁTICA,4816,Servicios de redes informáticas,4816
352020,"FABRICACIÓN DE GAS; DISTRIBUCIÓN DE COMBUSTIBLES GASEOSOS POR TUBERÍA, EXCEPTO REGASIFICACIÓN DE GNL",5542,Dispensadores de combustible automatizados,5542
352010,REGASIFICACIÓN DE GAS NATURAL LICUADO (GNL),4900,"Servicios Públicos de Electricidad, Gas, Sanitarios y Agua",4900
201101,FABRICACIÓN DE CARBÓN VEGETAL (EXCEPTO ACTIVADO); FABRICACIÓN DE BRIQUETAS DE CARBÓN VEGETAL,5085,"Suministros industriales, no clasificados en otra parte",5085
749001,ASESORÍA Y GESTIÓN EN LA COMPRA O VENTA DE PEQUEÑAS Y MEDIANAS EMPRESAS,7399,"Servicios comerciales, no clasificados en otra parte",7399
841300,REGULACIÓN Y FACILITACIÓN DE LA ACTIVIDAD ECONÓMICA,8931,"Servicios de contabilidad, auditoría y teneduría de libros",8931
841100,ACTIVIDADES DE LA ADMINISTRACIÓN PÚBLICA EN GENERAL,8999,Servicios profesionales (no definidos en otra parte),8999
